City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Ulladulla,AU,-35.35,150.4667,63.88,70,89,12.75,overcast clouds
464,Huarmey,PE,-10.0681,-78.1522,77.38,67,31,13.69,scattered clouds
465,La Huerta,MX,19.4667,-104.65,73.89,17,0,6.08,clear sky
466,Gorahun,SL,7.4661,-11.2375,82.22,51,78,7.56,broken clouds
467,Port-Cartier,CA,50.0334,-66.8654,25.02,95,100,11.12,light snow
468,Kholodnyy,RU,62.7167,147.95,-20.16,99,100,3.04,overcast clouds
469,Panguna,PG,-6.3164,155.4848,69.55,94,100,1.23,overcast clouds
470,Ocos,GT,14.5094,-92.1933,89.73,60,0,10.98,clear sky
471,Tari,NG,12.4086,4.4914,73.2,8,12,9.46,few clouds
472,Cayhagan,PH,9.6697,122.4256,75.7,84,67,9.26,broken clouds
473,Key West,US,24.5557,-81.7826,82.4,65,40,14.97,scattered clouds
474,Belchertown,US,42.277,-72.4009,45.91,64,100,1.01,overcast clouds
475,Lerwick,GB,60.1545,-1.1494,46.4,95,100,9.13,overcast clouds
476,Bandarbeyla,SO,9.4942,50.8122,75.94,72,48,19.37,scattered clouds
477,Altukhovo,RU,52.67,34.36,25.07,96,100,6.04,overcast clouds
478,Porto Torres,IT,40.835,8.3972,53.1,89,0,7.43,clear sky
479,Qiyang,CN,26.5911,111.8474,34.95,96,100,2.48,light snow
480,Andilamena,MG,-17.0167,48.5833,66.13,91,98,0.92,light rain
481,Pringsewu,ID,-5.3582,104.9744,73.45,93,97,0.18,overcast clouds
482,Lixourion,GR,38.2019,20.4314,48.2,87,75,10.36,broken clouds
483,Thaba-Tseka,LS,-29.522,28.6084,61.9,55,13,5.1,few clouds
484,Huilong,CN,31.8111,121.655,40.03,72,100,7.78,light rain
485,Urusha,RU,54.05,122.9,-14.26,91,20,4,few clouds
486,Shasta Lake,US,40.6804,-122.3708,51.53,39,67,1.01,broken clouds
487,Jalu,LY,29.0331,21.5482,54.07,54,7,14.88,clear sky
488,Dakar,SN,14.6937,-17.4441,97.68,19,96,9.22,overcast clouds
489,Mejorada Del Campo,ES,40.3928,-3.4819,61.27,53,0,0,clear sky
490,Tucurui,BR,-3.7661,-49.6725,83.64,77,31,4.47,scattered clouds
491,Gogrial,SS,8.5332,28.1004,80.38,20,72,2.44,broken clouds
492,Manali,IN,13.1667,80.2667,78.08,74,14,6.24,few clouds
493,Rio Tuba,PH,8.5061,117.4317,79.32,82,29,12.77,scattered clouds
494,Jian,CN,27.1172,114.9793,38.12,93,100,5.53,overcast clouds
495,Mezen,RU,65.8522,44.24,11.39,97,100,4.36,overcast clouds
496,Malakal,SS,9.5334,31.6605,82.13,23,100,4.88,overcast clouds
497,Waddan,LY,29.1614,16.139,49.96,60,24,15.59,few clouds
498,Maceio,BR,-9.6658,-35.7353,89.04,58,40,16.11,scattered clouds
499,Guhagar,IN,17.4842,73.1929,68.11,78,5,3.06,clear sky
500,Anzhero-Sudzhensk,RU,56.081,86.0285,19.06,100,96,3.85,overcast clouds
501,Trincomalee,LK,8.5711,81.2335,77.43,69,6,9.42,clear sky
502,Sibolga,ID,1.7427,98.7792,77.68,80,100,3.18,overcast clouds
503,Ypsonas,CY,34.6884,32.9574,60.28,67,75,8.05,broken clouds
504,Manzhouli,CN,49.6,117.4333,-15.57,95,22,6.58,few clouds
505,Sharjah,AE,25.3573,55.4033,69.78,55,0,3.44,clear sky
506,Tuy Hoa,VN,13.0833,109.3,73.18,93,96,6.06,overcast clouds
507,Kearney,US,40.6995,-99.0815,13.12,44,0,20.71,clear sky
508,Mahibadhoo,MV,3.7833,72.9667,82.4,71,9,11.07,clear sky
509,Coari,BR,-4.085,-63.1414,83.16,82,93,4.07,overcast clouds
510,Henties Bay,NA,-22.116,14.2845,70.86,80,82,5.97,broken clouds
511,Los Andes,CL,-32.8337,-70.5983,84,34,8,9.93,clear sky
512,Chernenko,RU,44.365,39.3103,49.57,61,100,12.48,light rain
513,Am Timan,TD,11.0297,20.2827,78.96,16,9,6.26,clear sky
514,Alenquer,BR,-1.9417,-54.7383,86.34,59,85,5.97,overcast clouds
515,Vaitape,PF,-16.5167,-151.75,80.74,75,19,18.28,few clouds
516,Gasa,PS,31.5,34.4667,57.18,60,100,7.31,overcast clouds
517,Turukhansk,RU,65.8167,87.9833,1.38,91,99,8.14,overcast clouds
518,Namtsy,RU,62.7161,129.6658,-34.49,100,86,1.43,overcast clouds
519,Boyolangu,ID,-8.1181,111.8935,75.22,91,80,2.13,broken clouds
520,Sobolevo,RU,54.4299,31.8996,24.3,94,100,9.95,snow
521,Bay Roberts,CA,47.5999,-53.2648,31.66,70,2,3,clear sky
522,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,100,75,2.24,light snow
523,Taszar,HU,46.3747,17.9059,42.58,67,39,20.51,scattered clouds
524,Panshi,CN,42.9422,126.0561,-7.13,98,11,2.91,few clouds
525,Duma,CN,34.7653,108.135,24.82,87,73,2.53,broken clouds
526,Bousso,TD,10.4795,16.7117,75.97,15,15,7.47,few clouds
527,Forbes,AU,-33.3833,148.0167,59.92,73,0,7.4,clear sky
528,Ellensburg,US,46.9965,-120.5479,30.24,79,100,0,overcast clouds
529,Xuddur,SO,4.1213,43.8894,81.95,35,100,13.38,overcast clouds
530,La Argentina,CO,2.1961,-75.98,74.79,57,97,3.04,overcast clouds
531,Luza,RU,60.6308,47.2512,23.58,95,100,7.9,snow
532,Waitati,NZ,-45.75,170.5667,59.34,97,100,9.46,light rain
533,Beringovskiy,RU,63.05,179.3167,-0.13,83,54,20.22,broken clouds
534,Sioux Lookout,CA,50.1001,-91.917,-9.02,58,40,11.5,scattered clouds
535,Ribeira Brava,PT,32.65,-17.0667,69.01,87,100,3.8,overcast clouds
536,Piacabucu,BR,-10.4056,-36.4344,84.69,62,11,12.55,few clouds
537,Korla,CN,41.7597,86.1469,23.77,57,16,4.72,few clouds
538,Ondangwa,NA,-17.9167,15.95,83.35,22,2,8.34,clear sky
539,Kobryn,BY,52.2138,24.3564,30.36,91,100,13.31,overcast clouds
540,Salinas,US,36.6777,-121.6555,60.12,25,0,10.36,clear sky
541,Talnakh,RU,69.4865,88.3972,1.2,98,96,6.53,overcast clouds
542,Ossora,RU,59.2353,163.0719,18.01,88,100,8.48,overcast clouds
543,Colinas,BR,-6.0258,-44.2492,86.07,67,100,1.54,overcast clouds
544,Monrovia,LR,6.3005,-10.7969,85.77,77,11,10.58,few clouds
545,Carros,FR,43.7894,7.184,55.31,63,0,2.3,clear sky
546,Santa Maria,BR,-29.6842,-53.8069,96.1,28,20,4.61,few clouds
547,Kayes,ML,14,-11,87.17,8,10,8.68,clear sky
548,Portales,US,34.1862,-103.3344,21.33,59,97,14.9,overcast clouds
549,Usinsk,RU,65.9939,57.5281,15.22,96,100,9.17,light snow
550,Challapata,BO,-18.9,-66.7667,56.5,53,91,5.82,overcast clouds
551,Bosaso,SO,11.2842,49.1816,74.8,72,13,5.84,few clouds
552,Sharlyk,RU,52.9167,54.75,21.61,99,100,7.56,overcast clouds
553,Iquique,CL,-20.2208,-70.1431,72.75,71,17,10.83,few clouds
554,Gujar Khan,PK,33.2558,73.3026,51.64,68,100,6.55,overcast clouds
555,Bud,US,39.447,-86.1758,44.69,97,100,1.83,moderate rain
556,Cap Malheureux,MU,-19.9842,57.6142,79.47,83,100,18.01,moderate rain
557,Moramanga,MG,-18.9333,48.2,65.7,91,96,5.99,overcast clouds
558,Hokitika,NZ,-42.7167,170.9667,66.07,98,100,17.25,overcast clouds
559,Tazovskiy,RU,67.4667,78.7,-15.02,99,100,7.58,overcast clouds
560,Muli,MV,2.9167,73.5667,82.36,71,13,11.1,few clouds
561,Anan,JP,33.9167,134.65,40.26,73,100,13.94,overcast clouds
562,Nuuk,GL,64.1835,-51.7216,9.21,52,75,12.66,broken clouds
563,Bhadravati,IN,13.8667,75.7167,66.4,87,0,3.44,clear sky
564,Khasan,RU,42.4308,130.6434,16.02,54,4,18.14,clear sky
565,Sandovo,RU,58.4602,36.4128,12.07,98,98,4.83,overcast clouds
566,Gornopravdinsk,RU,60.05,69.9,22.68,94,100,10.07,light snow
567,Kalmunai,LK,7.4167,81.8167,74.86,75,75,3.74,broken clouds
568,Mangochi,MW,-14.4782,35.2645,72.9,89,94,1.83,overcast clouds
569,Kastamonu,TR,41.5,33.6667,33.17,96,100,2.33,overcast clouds
570,Ucluelet,CA,48.9329,-125.5528,38.08,89,100,7.16,overcast clouds
571,Saint Anthony,US,45.0205,-93.218,7.9,58,0,7,clear sky
572,Herat,AF,34.5,62,38.34,58,0,4.59,clear sky
573,Qasigiannguit,GL,68.8193,-51.1922,1.65,70,29,11.9,scattered clouds
574,Sal Rei,CV,16.1833,-22.9167,75.76,73,20,21.85,haze
575,Atar,MR,20.5169,-13.0499,89.65,18,0,13.8,clear sky
576,Zhuhai,CN,22.2769,113.5678,57.97,87,40,13.8,scattered clouds
577,Moron,AR,-34.6534,-58.6198,94.8,39,14,7.16,few clouds
578,Champerico,GT,14.3,-91.9167,89.76,59,0,11.77,clear sky
579,Muros,ES,42.7762,-9.0603,59.5,64,100,3.65,overcast clouds
580,Shu,KZ,43.5983,73.7614,34.29,57,100,3.06,overcast clouds
581,San Jeronimo,PE,-11.9472,-75.2829,60.3,61,42,7.31,scattered clouds
582,Kiunga,PG,-6.1219,141.2906,70.09,93,100,1.23,overcast clouds
583,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,102.7,22,66,5.57,broken clouds
584,Ndungu,TZ,-4.3667,38.05,73.74,86,100,2.86,light rain
585,Vikhorevka,RU,56.1201,101.1636,-6.21,100,74,0.92,broken clouds
586,Hofn,IS,64.2539,-15.2082,23.02,86,40,6.91,scattered clouds
587,Stabat,ID,3.761,98.4513,78.26,97,99,1.83,overcast clouds
588,Mazagao,BR,-0.115,-51.2894,86.05,81,34,6.78,scattered clouds
589,Shuyskoye,RU,59.3736,41.0305,20.55,95,100,6.64,overcast clouds
590,Konevo,RU,62.1215,39.3192,10.53,98,98,1.19,overcast clouds
591,Olinda,BR,-8.0089,-34.8553,85.73,62,40,12.66,scattered clouds
592,Moose Factory,CA,51.2585,-80.6094,-0.4,55,0,12.66,clear sky
593,Payo,ID,-3.7508,103.6372,72.97,98,94,1.61,overcast clouds
594,Leshukonskoye,RU,64.8989,45.7622,7.57,99,96,2.59,overcast clouds
595,Ust-Maya,RU,60.4167,134.5333,-25.49,99,100,1.41,overcast clouds
596,Ambilobe,MG,-13.2,49.05,74.1,95,96,1.63,light rain
597,La Palma,US,33.8464,-118.0467,65.91,31,0,4,clear sky
598,Talagang,PK,32.9297,72.4158,51.35,63,100,12.3,overcast clouds
599,Kosh-Agach,RU,50,88.6667,-18.94,98,76,2.82,broken clouds
600,Mabaruma,GY,8.2,-59.7833,84.67,59,20,8.75,few clouds
601,Namatanai,PG,-3.6667,152.4333,77.88,84,100,7.18,light rain
602,Kaduna,NG,10.5222,7.4383,74.66,15,30,3.33,scattered clouds
603,Mossendjo,CG,-2.9506,12.7261,70.66,98,100,2.73,moderate rain
604,Ustrzyki Dolne,PL,49.4304,22.5938,30.99,100,100,6.53,snow
605,Thinadhoo,MV,0.5333,72.9333,82.81,70,20,8.05,few clouds
606,Spilimbergo,IT,46.1125,12.8969,46.51,72,20,5.75,few clouds
607,Obo,CF,5.3998,26.4869,79.09,24,37,2.91,scattered clouds
608,Surt,LY,31.2089,16.5887,56.98,66,57,24.87,broken clouds
609,Saint-Pierre,RE,-21.3393,55.4781,80.28,89,100,39.12,overcast clouds
610,Slave Lake,CA,55.2834,-114.769,-18.42,76,0,6.91,haze
611,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,82,98,9.26,overcast clouds
612,Kontagora,NG,10.3999,5.4695,79.25,12,100,5.35,overcast clouds
613,Whitehorse,CA,60.7161,-135.0538,-8.63,77,100,9.22,light snow
614,Ransang,PH,8.9603,117.5828,77.45,85,10,1.05,clear sky
615,Berea,US,41.3662,-81.8543,41.23,87,100,3,light rain
616,Cabo San Lucas,MX,22.8909,-109.9124,79.61,43,15,1.99,few clouds
617,San Pedro De Macoris,DO,18.4616,-69.2972,87.93,63,25,6.82,scattered clouds
618,Nordborg,DK,55.0573,9.7408,39.85,81,92,6.91,overcast clouds
619,Milkovo,RU,54.7167,158.6167,22.77,85,100,11.77,overcast clouds
620,Sosnovka,RU,56.255,51.2842,23.79,96,100,6.2,snow
621,Bagdarin,RU,54.4333,113.6,-19.59,96,5,4.29,clear sky
622,Birobidzhan,RU,48.8,132.95,-16.33,97,69,3.15,broken clouds
623,Tual,ID,-5.6667,132.75,81.95,77,100,8.81,overcast clouds
624,Bitkine,TD,11.9801,18.2138,72.05,15,9,8.5,clear sky
625,Avallon,FR,47.4833,3.9,42.17,95,26,3.36,scattered clouds
626,Betera,ES,39.5833,-0.45,58.98,79,0,1.14,clear sky
627,Lenoir City,US,35.7973,-84.256,59.95,62,100,1.01,overcast clouds
628,Calabozo,VE,8.9242,-67.4293,92.35,34,99,5.77,overcast clouds
629,Clarksburg,US,39.2807,-80.3445,53.33,46,0,0,clear sky
630,Marawi,PH,7.9986,124.2928,66.65,91,100,0.87,overcast clouds
631,Yenagoa,NG,4.9247,6.2642,82.42,63,1,9.53,clear sky
632,Port Hedland,AU,-20.3167,118.5667,78.85,94,100,4.61,overcast clouds
633,Koumac,NC,-20.5667,164.2833,76.59,84,4,7.92,clear sky
634,Bull Savanna,JM,17.8868,-77.5902,81.86,56,0,13.76,clear sky
635,Coahuayana,MX,18.7333,-103.6833,85.48,32,0,6.73,clear sky
636,Uvat,RU,59.1433,68.8953,22.77,93,100,10.94,overcast clouds
637,Thongwa,MM,16.7619,96.5278,68.16,49,15,6.08,few clouds
638,San Quintin,MX,30.4833,-115.95,61.5,52,0,5.77,clear sky
639,Kasama,ZM,-10.2129,31.1808,63.79,96,100,7.05,moderate rain
640,Maku,IR,39.2911,44.4521,24.06,78,100,6.76,overcast clouds
641,Fare,PF,-16.7,-151.0167,80.73,72,13,18.57,few clouds
642,Strelka,RU,58.0728,93.0344,1.56,99,96,2.86,overcast clouds
643,Pangody,RU,65.85,74.4859,-10.12,98,96,11.39,overcast clouds
644,Itzehoe,DE,53.921,9.5153,39.47,84,67,6.08,broken clouds
645,Bandundu,CD,-3.3167,17.3667,74.25,91,100,2.73,light rain
646,Pervomayskoye,RU,43.919,46.7102,41.79,83,100,16.24,overcast clouds
647,Mongu,ZM,-15.2484,23.1274,73.62,73,100,3.29,overcast clouds
648,Sungaipenuh,ID,-2.0833,101.3833,64.85,96,90,2.95,overcast clouds
649,Suez,EG,29.9737,32.5263,59.2,51,84,2.59,broken clouds
650,Orlik,RU,52.5178,99.825,-19.21,97,81,2.42,broken clouds
651,Isla Mujeres,MX,21.2311,-86.731,84.25,80,5,14.99,clear sky
652,Beruwala,LK,6.4788,79.9828,78.04,74,42,2.1,scattered clouds
653,Taos,US,36.4072,-105.5731,28.98,81,100,4,mist
654,Rio Gallegos,AR,-51.6226,-69.2181,64.45,45,75,13.8,broken clouds
655,Nome,US,64.5011,-165.4064,10.47,61,0,31.07,clear sky
656,Naron,ES,43.5167,-8.1528,58.05,81,99,2.21,overcast clouds
657,Batagay-Alyta,RU,67.8006,130.4114,-23.98,100,68,2.66,broken clouds
658,Codrington,AU,-38.2667,141.9667,57.18,68,48,13.94,scattered clouds
659,Olga,RU,43.7444,135.2892,12.34,60,6,9.24,clear sky
660,Eydhafushi,MV,5.1033,73.0708,82.13,71,22,11.07,few clouds
661,Ewa Beach,US,21.3156,-158.0072,75.69,79,0,3,clear sky
662,Sao Filipe,CV,14.8961,-24.4956,74.84,71,11,18.68,few clouds
663,Dzerzhinsk,RU,56.2389,43.4631,19.22,92,40,4.47,scattered clouds
664,Kailua,US,21.4022,-157.7394,75.74,80,75,5.75,light rain
665,Aguas Vermelhas,BR,-15.7472,-41.46,76.17,88,100,3.69,overcast clouds
666,Powell River,CA,49.8496,-124.5361,39.2,75,100,13.8,overcast clouds
667,Naryan-Mar,RU,67.6713,53.087,7.68,96,100,8.39,overcast clouds
668,Belmonte,BR,-15.8631,-38.8828,86.5,69,100,9.37,overcast clouds
669,Lao Cai,VN,22.4833,103.95,54.39,90,100,1.66,overcast clouds
670,Baiyin,CN,36.5583,104.2081,14.88,65,70,2.71,broken clouds
671,Syracuse,IT,37.0881,15.2792,54.32,67,0,11.9,clear sky
672,Laela,TZ,-8.5667,32.05,62.1,95,100,2.44,light rain
673,Astoria,US,46.1879,-123.8313,43.93,94,100,0,mist
674,Dolinsk,RU,47.35,142.8,-9.54,93,40,5.3,scattered clouds
675,Hualmay,PE,-11.0964,-77.6139,76.39,67,5,12.64,clear sky
676,Kembe,CF,4.6228,21.8865,83.73,26,100,2.3,overcast clouds
677,Hay River,CA,60.8156,-115.7999,-14.82,70,20,3.44,light snow
678,Nkan,GA,0.3833,9.7833,77.32,86,47,3.91,scattered clouds
679,Balikpapan,ID,-1.2675,116.8289,74.95,91,100,6.29,overcast clouds
680,Tooele,US,40.5308,-112.2983,26.96,86,100,8.05,light snow
681,Santa Cruz Cabralia,BR,-16.2781,-39.0247,86.23,70,20,16.11,few clouds
682,Hun,LY,29.1268,15.9477,50.72,55,15,15.9,few clouds
683,Pontianak,ID,-0.0333,109.3333,76.98,94,75,2.3,mist
684,Mount Pleasant,US,32.7941,-79.8626,67.24,77,0,3,clear sky
685,Aldan,RU,58.6031,125.3894,-15.75,99,100,3.15,overcast clouds
686,Cururupu,BR,-1.8283,-44.8683,80.15,82,100,6.2,light rain
687,Gwanda,ZW,-20.9333,29,77.86,55,76,3.98,broken clouds
688,Benguela,AO,-12.5763,13.4055,75.78,71,85,7.14,overcast clouds
689,Madurai,IN,9.9333,78.1167,77.02,83,20,3.44,haze
690,Kathmandu,NP,27.7167,85.3167,44.82,93,40,2.3,mist
691,Noumea,NC,-22.2763,166.4572,69.78,83,86,9.71,overcast clouds
692,Tarbagatay,RU,51.4803,107.3602,-13.47,100,99,1.66,overcast clouds
693,Betsiamites,CA,48.9413,-68.646,34.2,91,100,18.19,overcast clouds
694,Hemsedal,NO,60.8629,8.5534,13.96,95,94,3.67,overcast clouds
695,Bonavista,CA,48.6499,-53.1147,30.11,70,19,14.58,few clouds